file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
weave\scxx\scxx.h,2,24,12,12,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,17.1
benchmarks\benchmarks\bench_shape_base.py,2,89,89,0,2,2017-09-12 15:03:55+00:00,2017-09-12 19:40:28+00:00,0.0,178.0
benchmarks\benchmarks\bench_ma.py,2,113,113,0,2,2017-04-11 21:52:10+00:00,2017-04-11 22:34:44+00:00,0.0,226.0
benchmarks\benchmarks\bench_io.py,2,68,66,2,2,2015-08-22 00:29:21+00:00,2015-12-13 21:08:07+00:00,0.3,136.0
weave\blitz-20001213\blitz\array\stencils.h,2,792,396,396,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,565.7
weave\blitz-20001213\blitz\array\stencil.h,2,636,318,318,2,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,302.9
weave\blitz-20001213\blitz\array\ops.h,2,260,130,130,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,185.7
weave\blitz-20001213\blitz\array\newet.h,2,190,95,95,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,135.7
weave\blitz-20001213\blitz\array\newet-macros.h,2,564,282,282,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,402.9
numpy\doc\reference\zen.py,2,18,9,9,2,2008-07-10 17:43:25+00:00,2008-08-05 09:20:07+00:00,0.1,36.0
scipy\weave\weave_version.py,2,41,7,34,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,82.0
weave\tests\test_compile_code.py,2,688,344,344,2,2002-01-03 19:50:46+00:00,2002-01-03 20:28:32+00:00,0.0,1376.0
weave\tests\scxx_timings.py,2,258,129,129,2,2002-10-10 09:05:34+00:00,2004-02-01 11:36:10+00:00,1.3,198.5
base\CodeGenerators\generate_umath.py,2,924,462,462,2,2005-09-14 21:56:45+00:00,2005-09-14 22:03:19+00:00,0.0,1848.0
weave\unicode_spec.py,2,40,20,20,2,2002-07-10 09:18:56+00:00,2002-09-12 07:28:20+00:00,0.2,80.0
weave\unicode_info.py,2,62,31,31,2,2002-07-10 09:18:56+00:00,2002-09-12 06:54:21+00:00,0.2,124.0
base\CodeGenerators\generate_ufunc_api.py,2,370,185,185,2,2005-09-14 21:56:45+00:00,2005-09-14 22:03:19+00:00,0.0,740.0
numpy\dft\setup.py,2,26,3,23,2,2006-01-04 17:47:13+00:00,2006-07-06 16:57:20+00:00,0.5,52.0
numpy\core\tests\test_fromnumeric.py,2,34,17,17,2,2016-01-12 23:16:57+00:00,2016-01-16 10:25:28+00:00,0.0,68.0
numpy\core\tests\test_matrix.py,2,14,7,7,2,2006-01-04 19:00:27+00:00,2006-01-05 01:06:10+00:00,0.0,28.0
numpy\distutils\mingw\gfortran_vs2003_hack.c,2,18,12,6,2,2009-03-11 13:23:44+00:00,2009-10-24 15:55:44+00:00,0.6,30.0
numpy\core\src\umath\reduction.h,2,196,141,55,2,2012-05-19 15:27:01+00:00,2017-04-29 11:38:20+00:00,4.9,40.0
numpy\core\src\umath\extobj.c,2,320,319,1,2,2017-04-28 20:54:34+00:00,2017-08-12 00:05:18+00:00,0.3,640.0
numpy\core\src\private\npy_extint128.h,2,319,318,1,2,2015-08-13 20:02:00+00:00,2015-09-02 10:39:24+00:00,0.1,638.0
numpy\core\src\private\mem_overlap.h,2,52,51,1,2,2015-08-11 20:58:56+00:00,2015-08-16 23:23:55+00:00,0.0,104.0
numpy\distutils\tests\swig_ext\src\zoo.h,2,18,0,18,2,2007-12-15 18:54:52+00:00,2016-01-06 19:33:18+00:00,8.1,2.2
distutils\log.py,2,147,47,100,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,294.0
weave\examples\print_example.py,2,80,40,40,2,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,38.1
weave\examples\object.py,2,102,51,51,2,2002-10-20 22:25:08+00:00,2004-02-01 11:36:10+00:00,1.3,78.5
weave\examples\array3d.py,2,123,114,9,2,2004-09-30 21:17:32+00:00,2005-09-08 13:25:08+00:00,0.9,136.7
weave\dumbdbm_patched.py,2,292,146,146,2,2002-01-13 09:57:22+00:00,2004-02-01 11:36:10+00:00,2.1,139.0
tools\win32build\cpuid\cpuid.h,2,40,20,20,2,2008-05-26 11:29:37+00:00,2017-02-25 22:15:35+00:00,8.8,4.5
tools\win32build\cpuid\cpuid.c,2,338,169,169,2,2008-05-26 11:29:37+00:00,2017-02-25 22:15:35+00:00,8.8,38.4
tools\win32build\cpucaps\cpucaps_main.h,2,256,128,128,2,2008-07-26 06:29:08+00:00,2017-02-25 22:15:35+00:00,8.6,29.8
scipy\base\limits.py,2,140,90,50,2,2005-09-19 20:49:50+00:00,2005-09-20 07:25:17+00:00,0.0,280.0
scipy\base\info_scipy_base.py,2,92,86,6,2,2005-09-19 23:41:29+00:00,2005-09-29 08:29:28+00:00,0.0,184.0
weave\examples\vtk_example.py,2,124,120,4,2,2004-09-30 21:21:41+00:00,2005-09-08 13:25:08+00:00,0.9,137.8
scipy_base\helpmod.py,2,372,186,186,2,2002-03-30 00:02:58+00:00,2002-04-02 23:29:48+00:00,0.0,744.0
scipy_base\general_function.py,2,194,97,97,2,2003-09-20 19:20:57+00:00,2003-09-20 19:35:50+00:00,0.0,388.0
scipy_base\arraymapmodule.c,2,992,496,496,2,2003-09-20 19:20:57+00:00,2003-09-20 19:48:59+00:00,0.0,1984.0
weave\simple_shelve.py,2,54,27,27,2,2002-01-13 05:56:33+00:00,2002-01-13 09:55:50+00:00,0.0,108.0
scipy\weave\tests\test_ext_tools.py,2,150,6,144,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,300.0
__init__.py,1,2,2,0,1,2007-12-15 18:56:40+00:00,2007-12-15 18:56:40+00:00,0.0,4.0
base\__init__.py,1,111,91,20,1,2005-09-14 21:56:45+00:00,2005-09-14 21:56:45+00:00,0.0,222.0
base\_na_imports.py,1,124,0,124,1,2005-09-14 22:03:19+00:00,2005-09-14 22:03:19+00:00,0.0,248.0
base\_nc_imports.py,1,91,0,91,1,2005-09-14 22:03:19+00:00,2005-09-14 22:03:19+00:00,0.0,182.0
base\arrayprint.py,1,358,358,0,1,2005-09-14 21:56:45+00:00,2005-09-14 21:56:45+00:00,0.0,716.0
base\code_generators\generate_array_api.py,1,656,656,0,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,1312.0
base\code_generators\generate_ufunc_api.py,1,185,185,0,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,370.0
base\mconf_lite_LE.h,1,119,0,119,1,2005-09-14 22:03:19+00:00,2005-09-14 22:03:19+00:00,0.0,238.0
base\mconf_lite_BE.h,1,119,0,119,1,2005-09-14 22:03:19+00:00,2005-09-14 22:03:19+00:00,0.0,238.0
weave\setup_compiler.py,1,55,55,0,1,2002-01-03 19:50:46+00:00,2002-01-03 19:50:46+00:00,0.0,110.0
benchmarks\benchmarks\bench_import.py,1,36,36,0,1,2016-10-15 11:06:40+00:00,2016-10-15 11:06:40+00:00,0.0,72.0
distutils\absoftfcompiler.py,1,128,0,128,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,256.0
distutils\__version__.py,1,4,4,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,8.0
conv_template.py,1,40,17,23,1,2006-07-06 17:12:43+00:00,2006-07-06 17:12:43+00:00,0.0,80.0
command\build.py,1,18,17,1,1,2007-05-21 13:15:45+00:00,2007-05-21 13:15:45+00:00,0.0,36.0
distutils\dist.py,1,54,0,54,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,108.0
distutils\conv_template.py,1,200,200,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,400.0
distutils\compaqfcompiler.py,1,94,0,94,1,2005-09-14 22:08:46+00:00,2005-09-14 22:08:46+00:00,0.0,188.0
distutils\command\config.py,1,63,63,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,126.0
distutils\fcompiler\intel.py,1,174,174,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,348.0
distutils\fcompiler\ibm.py,1,80,80,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,160.0
distutils\fcompiler\hpux.py,1,41,41,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,82.0
distutils\fcompiler\gnu.py,1,210,210,0,1,2005-09-14 22:12:33+00:00,2005-09-14 22:12:33+00:00,0.0,420.0
scipy\weave\scxx\object.h,1,857,0,857,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,1714.0
scipy\weave\scxx\number.h,1,187,0,187,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,374.0
scipy\weave\scxx\list.h,1,213,0,213,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,426.0
scipy\weave\scxx\dict.h,1,256,0,256,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,512.0
scipy\weave\inline_tools.py,1,452,0,452,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,904.0
scipy\weave\ext_tools.py,1,456,0,456,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,912.0
scipy\weave\examples\wx_speed.py,1,206,0,206,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,412.0
scipy\weave\examples\wx_example.py,1,229,0,229,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,458.0
scipy\weave\examples\vtk_example.py,1,116,0,116,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,232.0
scipy\weave\examples\vq.py,1,247,0,247,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,494.0
scipy\weave\examples\tuple_return.py,1,42,0,42,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,84.0
scipy_base\src\display_test.c,1,78,78,0,1,2004-04-20 09:30:17+00:00,2004-04-20 09:30:17+00:00,0.0,156.0
scipy_base\numerix.h,1,34,34,0,1,2004-12-03 22:41:55+00:00,2004-12-03 22:41:55+00:00,0.0,68.0
scipy\weave\tests\scxx_timings.py,1,129,0,129,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,258.0
scipy\weave\swigptr2.py,1,2971,0,2971,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,5942.0
scipy\weave\swigptr.py,1,427,0,427,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,854.0
scipy\weave\examples\swig2_example.py,1,53,0,53,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,106.0
scipy\weave\examples\support_code_example.py,1,18,0,18,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,36.0
scipy\weave\examples\ramp2.py,1,63,0,63,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,126.0
scipy\weave\examples\ramp.c,1,29,0,29,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,58.0
scipy\weave\examples\py_none.py,1,31,0,31,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,62.0
scipy\weave\examples\print_example.py,1,40,0,40,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,80.0
scipy\weave\examples\md5_speed.py,1,89,0,89,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,178.0
scipy\weave\examples\increment_example.py,1,37,0,37,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,74.0
scipy\weave\examples\functional.py,1,98,0,98,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,196.0
scipy\weave\examples\fibonacci.py,1,143,0,143,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,286.0
scipy\weave\examples\dict_sort.py,1,119,0,119,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,238.0
scipy\weave\examples\cast_copy_transpose.py,1,182,0,182,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,364.0
scipy\weave\examples\binary_search.py,1,225,0,225,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,450.0
scipy\weave\scxx\str.h,1,62,0,62,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,124.0
scipy\weave\scxx\sequence.h,1,265,0,265,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,530.0
scipy\weave\scxx\scxx.h,1,12,0,12,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,24.0
scipy\weave\blitz\blitz\config-KCC.h,1,65,0,65,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,130.0
scipy\weave\blitz\blitz\config-ICL.h,1,60,0,60,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,120.0
scipy_distutils\command\install_headers.py,1,20,20,0,1,2001-12-18 15:45:10+00:00,2001-12-18 15:45:10+00:00,0.0,40.0
scipy_distutils\command\config_compiler.py,1,55,55,0,1,2004-01-31 22:00:19+00:00,2004-01-31 22:00:19+00:00,0.0,110.0
scipy_distutils\command\bdist_rpm.py,1,5,5,0,1,2004-05-17 12:49:50+00:00,2004-05-17 12:49:50+00:00,0.0,10.0
scipy\weave\examples\array3d.py,1,105,0,105,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,210.0
scipy\weave\dumbdbm_patched.py,1,146,0,146,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,292.0
scipy\weave\dumb_shelve.py,1,36,0,36,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,72.0
scipy\weave\cpp_namespace_spec.py,1,110,0,110,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,220.0
scipy\weave\converters.py,1,85,0,85,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,170.0
scipy\weave\common_info.py,1,130,0,130,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,260.0
scipy\weave\catalog.py,1,705,0,705,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,1410.0
scipy\weave\bytecodecompiler.py,1,1393,0,1393,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,2786.0
scipy\weave\blitz_spec.py,1,134,0,134,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,268.0
scipy\weave\blitz\blitz\wrap-climits.h,1,10,0,10,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,20.0
scipy\weave\examples\swig2_ext.h,1,11,0,11,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,22.0
scipy\testing\setup_scipy_test.py,1,22,0,22,1,2005-12-26 08:00:53+00:00,2005-12-26 08:00:53+00:00,0.0,44.0
scipy\testing\scipy_test_version.py,1,27,0,27,1,2005-12-26 08:00:53+00:00,2005-12-26 08:00:53+00:00,0.0,54.0
scipy\test\logging.py,1,1737,0,1737,1,2005-12-21 09:01:32+00:00,2005-12-21 09:01:32+00:00,0.0,3474.0
scipy_distutils\g95fcompiler.py,1,41,41,0,1,2005-03-22 07:04:22+00:00,2005-03-22 07:04:22+00:00,0.0,82.0
scipy_distutils\fortefcompiler.py,1,37,37,0,1,2004-01-19 09:00:01+00:00,2004-01-19 09:00:01+00:00,0.0,74.0
scipy_distutils\examples\setup_module_svn.py,1,18,18,0,1,2004-05-13 13:46:43+00:00,2004-05-13 13:46:43+00:00,0.0,36.0
scipy_distutils\examples\setup_module_pure_data.py,1,23,23,0,1,2004-05-12 14:07:55+00:00,2004-05-12 14:07:55+00:00,0.0,46.0
scipy_distutils\examples\setup_module_pure.py,1,11,11,0,1,2004-05-12 14:07:55+00:00,2004-05-12 14:07:55+00:00,0.0,22.0
scipy_distutils\examples\setup_module_config.py,1,17,17,0,1,2004-05-13 13:46:43+00:00,2004-05-13 13:46:43+00:00,0.0,34.0
scipy\weave\blitz\blitz\array\stencil.h,1,318,0,318,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,636.0
scipy\weave\blitz\blitz\config.h,1,72,0,72,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,144.0
scipy\weave\blitz\blitz\config-xlC.h,1,52,0,52,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,104.0
scipy\weave\blitz\blitz\config-mwerks.h,1,56,0,56,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,112.0
scipy\weave\blitz\blitz\config-g++2.7.2.h,1,49,0,49,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,98.0
scipy\weave\blitz\blitz\config-SGi.h,1,59,0,59,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,118.0
scipy\weave\blitz\blitz\config-SC4.0.h,1,54,0,54,1,2005-11-01 22:04:59+00:00,2005-11-01 22:04:59+00:00,0.0,108.0
scipy_distutils\tests\f2py_ext\setup.py,1,12,12,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,24.0
scipy\lib\mtrand\mtrand.pyx,1,4,2,2,1,2005-12-26 06:42:10+00:00,2005-12-26 06:42:10+00:00,0.0,8.0
scipy\lib\__init__.py,1,5,0,5,1,2005-12-30 12:11:57+00:00,2005-12-30 12:11:57+00:00,0.0,10.0
scipy\f2py\setup.py,1,2,2,0,1,2005-10-30 19:19:58+00:00,2005-10-30 19:19:58+00:00,0.0,4.0
scipy\f2py\f2py2e.py,1,212,23,189,1,2005-11-12 22:37:15+00:00,2005-11-12 22:37:15+00:00,0.0,424.0
scipy\f2py2e\use_rules.py,1,115,115,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,230.0
scipy\f2py2e\tests\run_all.py,1,55,55,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,110.0
scipy\f2py2e\tests\mixed\run.py,1,50,50,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,100.0
scipy\f2py2e\tests\f90\return_real.py,1,129,129,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,258.0
scipy_distutils\proc.py,1,494,494,0,1,2004-05-13 08:59:08+00:00,2004-05-13 08:59:08+00:00,0.0,988.0
scipy\test\auto_test.py,1,810,0,810,1,2005-12-26 07:49:25+00:00,2005-12-26 07:49:25+00:00,0.0,1620.0
scipy\random\random.py,1,13,0,13,1,2005-12-26 04:06:49+00:00,2005-12-26 04:06:49+00:00,0.0,26.0
scipy\random\info.py,1,50,49,1,1,2005-12-30 12:00:24+00:00,2005-12-30 12:00:24+00:00,0.0,100.0
scipy\weave\base_spec.py,1,99,0,99,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,198.0
scipy\weave\base_info.py,1,141,0,141,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,282.0
scipy\weave\ast_tools.py,1,214,0,214,1,2006-01-02 08:26:24+00:00,2006-01-02 08:26:24+00:00,0.0,428.0
scipy\f2py2e\tests\f90\return_complex.py,1,127,127,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,254.0
scipy\f2py2e\tests\f90\return_character.py,1,100,100,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,200.0
scipy\f2py2e\tests\f77\return_logical.py,1,135,135,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,270.0
scipy\f2py2e\tests\f77\return_complex.py,1,125,125,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,250.0
scipy\f2py2e\tests\f77\return_character.py,1,100,100,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,200.0
scipy\f2py2e\tests\f77\callback.py,1,99,99,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,198.0
scipy\f2py2e\tests\c\return_real.py,1,108,108,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,216.0
scipy_distutils\tests\swig_ext\tests\test_example2.py,1,17,17,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,34.0
scipy_distutils\tests\swig_ext\tests\test_example.py,1,18,18,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,36.0
scipy_distutils\tests\swig_ext\src\zoo.h,1,9,9,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,18.0
scipy_distutils\tests\swig_ext\src\example.c,1,14,14,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,28.0
scipy_distutils\tests\swig_ext\setup.py,1,14,14,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,28.0
scipy_distutils\tests\gen_ext\tests\test_fib3.py,1,13,13,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,26.0
scipy_distutils\tests\gen_ext\setup.py,1,47,47,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,94.0
scipy_distutils\tests\f2py_f90_ext\tests\test_foo.py,1,13,13,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,26.0
scipy_distutils\tests\f2py_ext\tests\test_fib2.py,1,13,13,0,1,2004-01-31 21:59:10+00:00,2004-01-31 21:59:10+00:00,0.0,26.0
tests\f2py_ext\tests\test_fib2.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\f2py_ext\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
scipy\f2py2e\doc\collectinput.py,1,77,77,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,154.0
scipy\f2py2e\common_rules.py,1,132,132,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,264.0
scipy\f2py2e\auxfuncs.py,1,489,489,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,978.0
scipy\distutils\setup.py,1,1,1,0,1,2005-10-13 15:06:00+00:00,2005-10-13 15:06:00+00:00,0.0,2.0
scipy\f2py2e\src\test\foomodule.c,1,143,143,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,286.0
scipy\f2py2e\func2subr.py,1,165,165,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,330.0
scipy\f2py2e\f90mod_rules.py,1,240,240,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,480.0
scipy\f2py2e\f2py_testing.py,1,74,74,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,148.0
scipy\f2py2e\docs\usersguide\setup_example.py,1,19,19,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,38.0
scipy\f2py2e\docs\pytest.py,1,10,10,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,20.0
scipy\f2py2e\doc\multiarray\bar.c,1,15,15,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,30.0
scipy\f2py2e\doc\multiarray\array_from_pyobj.c,1,323,323,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,646.0
scipy\f2py2e\tests\f90\return_logical.py,1,138,138,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,276.0
scipy\f2py2e\tests\f90\return_integer.py,1,152,152,0,1,2005-09-27 11:06:31+00:00,2005-09-27 11:06:31+00:00,0.0,304.0
scipy\distutils\fcompiler\intel.py,1,2,1,1,1,2005-11-03 21:33:46+00:00,2005-11-03 21:33:46+00:00,0.0,4.0
scipy\distutils\fcompiler\absoft.py,1,17,13,4,1,2005-09-29 18:24:07+00:00,2005-09-29 18:24:07+00:00,0.0,34.0
scipy\distutils\command\install_headers.py,1,7,6,1,1,2005-09-26 20:18:56+00:00,2005-09-26 20:18:56+00:00,0.0,14.0
scipy\distutils\command\build_scripts.py,1,44,44,0,1,2005-09-29 22:49:01+00:00,2005-09-29 22:49:01+00:00,0.0,88.0
scipy\distutils\command\__init__.py,1,2,1,1,1,2005-09-29 22:49:01+00:00,2005-09-29 22:49:01+00:00,0.0,4.0
tests\test_arraysetops.py,1,4,4,0,1,2007-12-30 03:36:50+00:00,2007-12-30 03:36:50+00:00,0.0,8.0
tests\swig_ext\tests\test_example2.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\swig_ext\tests\test_example.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\swig_ext\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
tests\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
tests\pyrex_ext\tests\test_primes.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\pyrex_ext\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
tests\gen_ext\tests\test_fib3.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\gen_ext\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
tests\f2py_f90_ext\tests\test_foo.py,1,4,2,2,1,2006-07-28 21:19:31+00:00,2006-07-28 21:19:31+00:00,0.0,8.0
tests\f2py_f90_ext\setup.py,1,2,1,1,1,2007-05-16 15:27:12+00:00,2007-05-16 15:27:12+00:00,0.0,4.0
scipy\corelib\random_lite\RNGmodule.c,1,644,644,0,1,2005-09-14 23:58:12+00:00,2005-09-14 23:58:12+00:00,0.0,1288.0
scipy\corelib\mtrand\initarray.h,1,6,6,0,1,2005-09-28 02:54:16+00:00,2005-09-28 02:54:16+00:00,0.0,12.0
scipy\corelib\mtrand\initarray.c,1,134,134,0,1,2005-09-28 02:54:16+00:00,2005-09-28 02:54:16+00:00,0.0,268.0
scipy\corelib\mtrand\generate_mtrand_c.py,1,38,38,0,1,2005-10-14 21:35:36+00:00,2005-10-14 21:35:36+00:00,0.0,76.0
tools\npy_tempita\compat3.py,1,55,55,0,1,2016-09-28 01:07:17+00:00,2016-09-28 01:07:17+00:00,0.0,110.0
tools\npy_tempita\_looper.py,1,163,163,0,1,2016-09-28 01:07:17+00:00,2016-09-28 01:07:17+00:00,0.0,326.0
tools\allocation_tracking\alloc_hook.pyx,1,42,42,0,1,2012-06-18 09:50:28+00:00,2012-06-18 09:50:28+00:00,0.0,84.0
