file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
scipy\base\records.py,33,1115,647,468,33,2005-10-03 17:13:50+00:00,2005-12-30 01:59:33+00:00,0.2,2230.0
numpy\core\src\multiarray\sequence.c,33,496,205,291,33,2009-04-30 08:42:26+00:00,2017-09-01 18:34:30+00:00,8.3,59.8
numpy\random\setup.py,32,361,147,214,32,2006-01-04 17:47:13+00:00,2016-10-22 17:32:08+00:00,10.8,33.4
scipy_base\ppimport.py,31,1181,664,517,31,2003-03-20 21:24:18+00:00,2004-11-27 21:23:27+00:00,1.7,694.7
numpy\testing\decorators.py,31,1014,510,504,31,2008-06-17 00:23:20+00:00,2017-07-04 19:47:45+00:00,9.0,112.7
scipy\core_version.py,31,112,62,50,31,2005-09-14 22:42:53+00:00,2005-12-31 01:21:47+00:00,0.3,224.0
numpy\numarray\functions.py,31,1936,723,1213,31,2006-08-08 07:49:10+00:00,2013-08-19 00:40:28+00:00,7.0,276.6
numpy\f2py\auxfuncs.py,31,2387,800,1587,31,2006-01-20 21:59:32+00:00,2017-07-24 16:00:10+00:00,11.5,207.6
numpy\core\src\multiarray\multiarraymodule_onefile.c,31,161,79,82,31,2009-04-30 08:50:42+00:00,2015-10-08 20:30:23+00:00,6.4,25.2
numpy\core\function_base.py,31,665,508,157,31,2009-09-16 07:13:23+00:00,2017-08-01 17:40:56+00:00,7.9,84.2
numpy\lib\tests\test_recfunctions.py,31,1534,1184,350,31,2009-01-22 05:40:25+00:00,2017-07-17 23:51:33+00:00,8.5,180.5
numpy\lib\tests\test_nanfunctions.py,30,2072,1482,590,30,2013-06-21 02:44:54+00:00,2017-07-17 23:51:33+00:00,4.1,505.4
numpy\distutils\cpuinfo.py,30,1361,343,1018,30,2006-03-10 21:31:27+00:00,2017-08-15 16:51:17+00:00,11.4,119.4
numpy\lib\tests\test_financial.py,30,544,356,188,30,2008-04-04 06:11:24+00:00,2017-07-17 23:51:33+00:00,9.3,58.5
numpy\lib\tests\test_ufunclike.py,30,411,191,220,30,2006-01-04 19:00:27+00:00,2017-07-17 23:51:33+00:00,11.5,35.7
weave\catalog.py,30,1627,826,801,30,2002-01-03 19:50:46+00:00,2005-09-26 19:01:50+00:00,3.7,439.7
numpy\testing\noseclasses.py,29,1100,553,547,29,2008-07-18 12:32:27+00:00,2017-07-04 19:47:45+00:00,9.0,122.2
scipy_distutils\fcompiler.py,29,1286,1078,208,29,2004-01-19 09:00:01+00:00,2005-03-22 07:04:22+00:00,1.2,1071.7
numpy\setup.py,29,128,40,88,29,2006-01-04 17:47:13+00:00,2015-08-29 15:30:34+00:00,9.6,13.3
runtests.py,29,672,582,90,29,2013-05-11 11:24:45+00:00,2017-08-30 01:14:00+00:00,4.3,156.3
numpy\ma\testutils.py,29,595,332,263,29,2007-12-15 01:48:01+00:00,2017-07-04 19:47:45+00:00,9.6,62.0
numpy\random\mtrand\distributions.c,29,2002,188,1814,29,2006-02-09 17:25:54+00:00,2017-09-01 08:11:54+00:00,11.6,172.6
weave\build_tools.py,29,1500,751,749,29,2002-01-03 19:50:46+00:00,2004-03-29 23:29:28+00:00,2.2,681.8
numpy\core\src\npymath\npy_math_private.h,29,1117,781,336,29,2009-07-21 01:58:21+00:00,2015-08-06 22:49:38+00:00,6.0,186.2
numpy\lib\tests\test__iotools.py,29,788,567,221,29,2009-01-19 21:22:52+00:00,2017-08-01 20:29:36+00:00,8.5,92.7
numpy\lib\_datasource.py,28,791,507,284,28,2008-04-17 20:16:11+00:00,2017-05-09 09:16:14+00:00,9.1,86.9
numpy\lib\tests\test__datasource.py,28,586,467,119,28,2008-02-12 22:13:00+00:00,2017-07-17 23:51:33+00:00,9.4,62.3
numpy\core\tests\test_einsum.py,28,1925,1406,519,28,2011-02-01 17:24:17+00:00,2017-07-18 14:35:51+00:00,6.5,296.2
numpy\core\tests\test_arrayprint.py,28,420,339,81,28,2010-07-18 17:17:58+00:00,2017-07-17 20:36:24+00:00,7.0,60.0
numpy\fft\helper.py,28,563,377,186,28,2006-09-05 08:32:14+00:00,2017-02-24 16:46:58+00:00,10.5,53.6
scipy_distutils\exec_command.py,27,983,814,169,27,2004-01-16 15:00:48+00:00,2004-11-21 10:08:46+00:00,0.8,1228.8
numpy\f2py\cb_rules.py,27,1992,471,1521,27,2006-01-20 21:59:32+00:00,2015-07-29 20:12:32+00:00,9.5,209.7
numpy\lib\arraypad.py,27,3005,2245,760,27,2012-02-06 17:51:14+00:00,2017-09-04 18:46:56+00:00,5.6,536.6
numpy\lib\stride_tricks.py,27,482,370,112,27,2008-07-03 06:42:28+00:00,2017-05-23 14:46:06+00:00,8.9,54.2
numpy\lib\ufunclike.py,27,579,323,256,27,2006-01-04 19:30:36+00:00,2017-04-26 18:17:08+00:00,11.3,51.2
numpy\tests\test_ctypeslib.py,27,505,249,256,27,2006-08-14 23:15:21+00:00,2017-07-18 02:48:08+00:00,10.9,46.3
numpy\ma\tests\test_subclassing.py,27,679,435,244,27,2007-12-15 01:15:26+00:00,2017-07-18 01:07:27+00:00,9.6,70.7
scipy_distutils\command\run_f2py.py,26,728,364,364,26,2002-01-09 14:11:13+00:00,2004-02-01 22:07:53+00:00,2.1,346.7
numpy\distutils\conv_template.py,26,917,444,473,26,2006-03-10 21:31:27+00:00,2017-03-24 16:26:47+00:00,11.0,83.4
numpy\core\_methods.py,26,572,358,214,26,2011-08-23 23:57:06+00:00,2017-01-24 15:07:52+00:00,5.4,105.9
numpy\lib\scimath.py,26,1054,732,322,26,2006-01-04 19:30:36+00:00,2014-07-31 00:06:28+00:00,8.6,122.6
numpy\core\src\multiarray\numpyos.c,26,388,250,138,26,2009-04-30 08:49:35+00:00,2016-12-12 12:07:16+00:00,7.6,51.1
numpy\matlib.py,26,579,436,143,26,2006-07-07 18:50:08+00:00,2014-08-23 16:50:10+00:00,8.1,71.5
scipy\base\function_base.py,26,1275,735,540,26,2005-09-19 23:41:29+00:00,2005-12-30 22:52:11+00:00,0.3,2550.0
numpy\core\oldnumeric.py,26,619,404,215,26,2006-01-04 21:05:36+00:00,2006-06-02 17:31:54+00:00,0.4,1238.0
numpy\core\src\multiarray\compiled_base.c,26,1153,635,518,26,2015-01-21 18:54:12+00:00,2017-08-12 00:05:18+00:00,2.6,443.5
numpy\f2py\setup.py,26,439,106,333,26,2006-01-04 19:00:27+00:00,2015-07-26 04:49:53+00:00,9.6,45.7
numpy\core\code_generators\generate_array_api.py,25,807,150,657,25,2006-01-04 19:00:27+00:00,2008-05-24 23:04:06+00:00,2.4,336.2
scipy\base\setup.py,25,280,166,114,25,2005-09-14 22:42:37+00:00,2005-12-31 01:21:47+00:00,0.3,560.0
numpy\core\src\umath\gufuncs_linalg.py,25,1946,1657,289,25,2012-11-02 14:25:37+00:00,2013-04-05 10:43:59+00:00,0.4,3892.0
numpy\compat\py3k.py,25,228,192,36,25,2009-12-06 12:10:08+00:00,2016-10-12 18:07:42+00:00,6.9,33.0
numpy\core\src\private\ufunc_override.h,24,1189,602,587,24,2013-08-25 16:44:14+00:00,2017-05-10 13:38:16+00:00,3.7,321.4
scipy\setup.py,24,88,57,31,24,2005-09-14 22:42:53+00:00,2006-01-02 08:26:24+00:00,0.3,176.0
numpy\distutils\intelccompiler.py,24,298,176,122,24,2006-01-04 19:00:27+00:00,2017-06-21 15:55:26+00:00,11.5,25.9
numpy\core\tests\test_function_base.py,24,523,424,99,24,2009-09-16 07:13:23+00:00,2017-07-17 20:36:24+00:00,7.8,67.1
numpy\oldnumeric\compat.py,24,816,292,524,24,2006-06-12 22:58:43+00:00,2013-08-19 00:40:28+00:00,7.2,113.3
numpy\core\src\umath\umathmodule.c,24,874,657,217,24,2012-02-03 22:29:18+00:00,2017-03-28 13:33:24+00:00,5.1,171.4
numpy\oldnumeric\ma.py,24,4800,2393,2407,24,2006-08-05 01:20:56+00:00,2013-08-19 00:40:28+00:00,7.0,685.7
scipy_distutils\ccompiler.py,23,438,385,53,23,2004-02-04 14:30:06+00:00,2004-09-28 10:32:49+00:00,0.6,730.0
numpy\core\src\multiarray\datetime_busday.c,23,2201,1762,439,23,2011-06-10 15:49:39+00:00,2016-01-16 10:36:54+00:00,4.6,478.5
numpy\linalg\tests\test_regression.py,23,306,224,82,23,2008-03-21 13:24:30+00:00,2017-08-06 00:17:23+00:00,9.4,32.6
numpy\f2py\f90mod_rules.py,23,915,233,682,23,2006-01-20 21:59:32+00:00,2016-01-07 02:46:05+00:00,10.0,91.5
numpy\polynomial\tests\test_hermite_e.py,23,1507,1028,479,23,2010-09-23 01:33:06+00:00,2017-07-18 01:25:17+00:00,6.8,221.6
scipy\base\_internal.py,23,559,443,116,23,2005-09-29 00:52:06+00:00,2005-12-30 01:59:33+00:00,0.3,1118.0
numpy\polynomial\tests\test_hermite.py,23,1440,994,446,23,2010-09-23 01:33:06+00:00,2017-07-18 01:25:17+00:00,6.8,211.8
numpy\f2py\tests\test_array_from_pyobj.py,23,962,519,443,23,2010-03-06 19:10:14+00:00,2017-08-06 15:33:40+00:00,7.4,130.0
numpy\core\src\multiarray\array_assign_array.c,23,1418,912,506,23,2011-08-08 01:09:11+00:00,2017-07-24 21:56:14+00:00,6.0,236.3
numpy\lib\tests\test_stride_tricks.py,23,694,566,128,23,2008-07-03 06:42:28+00:00,2017-05-23 14:46:06+00:00,8.9,78.0
numpy\core\src\multiarray\mapping.h,23,176,107,69,23,2009-04-30 08:43:25+00:00,2015-10-08 20:26:48+00:00,6.4,27.5
numpy\matrixlib\tests\test_defmatrix.py,23,748,416,332,23,2009-09-18 09:59:24+00:00,2017-08-01 17:39:11+00:00,7.9,94.7
scipy\base\oldnumeric.py,23,454,257,197,23,2005-09-19 07:55:25+00:00,2006-01-02 03:50:42+00:00,0.3,908.0
scipy\distutils\misc_util.py,23,634,504,130,23,2005-09-14 23:34:12+00:00,2005-12-16 10:20:34+00:00,0.3,1268.0
numpy\core\src\private\npy_config.h,23,236,173,63,23,2009-11-13 18:08:03+00:00,2017-08-16 22:53:11+00:00,7.8,30.3
numpy\distutils\fcompiler\ibm.py,22,223,72,151,22,2006-01-04 19:00:27+00:00,2016-12-13 22:53:56+00:00,10.9,20.5
scipy_distutils\gnufcompiler.py,22,347,278,69,22,2004-01-19 09:00:01+00:00,2005-03-12 01:48:10+00:00,1.1,315.5
numpy\core\tests\test_half.py,22,1503,970,533,22,2010-11-10 00:02:27+00:00,2017-08-01 20:29:36+00:00,6.7,224.3
weave\ext_tools.py,22,1152,582,570,22,2002-01-03 19:50:46+00:00,2005-06-17 15:21:13+00:00,3.4,338.8
scipy_base\type_check.py,22,766,399,367,22,2002-04-02 23:13:09+00:00,2004-12-03 22:41:55+00:00,2.7,283.7
numpy\polynomial\tests\test_laguerre.py,22,1414,972,442,22,2010-09-23 01:33:06+00:00,2017-07-18 01:25:17+00:00,6.8,207.9
numpy\fft\tests\test_fftpack.py,22,318,242,76,22,2006-11-20 07:06:48+00:00,2017-07-17 22:33:36+00:00,10.7,29.7
numpy\linalg\setup.py,22,203,85,118,22,2006-01-04 17:47:13+00:00,2017-03-02 22:05:05+00:00,11.2,18.1
scipy\base\numerictypes.py,22,617,354,263,22,2005-09-19 20:49:50+00:00,2006-01-04 07:35:17+00:00,0.3,1234.0
numpy\lib\getlimits.py,22,497,274,223,22,2006-01-04 19:00:27+00:00,2009-01-14 07:56:10+00:00,3.0,165.7
numpy\distutils\tests\test_misc_util.py,22,276,134,142,22,2006-01-04 19:00:27+00:00,2017-07-17 17:51:44+00:00,11.5,24.0
scipy_distutils\mingw32_support.py,22,835,424,411,22,2001-12-18 15:45:10+00:00,2004-02-21 08:33:46+00:00,2.2,379.5
numpy\core\tests\test_errstate.py,22,364,177,187,22,2006-10-12 19:29:12+00:00,2017-07-17 20:36:24+00:00,10.8,33.7
numpy\distutils\tests\test_system_info.py,22,664,453,211,22,2015-02-24 13:29:38+00:00,2017-09-05 04:32:26+00:00,2.5,265.6
numpy\core\getlimits.py,22,602,439,163,22,2009-09-16 07:14:48+00:00,2017-05-15 15:11:48+00:00,7.7,78.2
numpy\polynomial\tests\test_legendre.py,22,1463,1006,457,22,2010-08-17 01:52:11+00:00,2017-07-18 01:25:17+00:00,6.9,212.0
numpy\core\src\multiarray\usertypes.c,21,353,314,39,21,2009-04-30 08:47:43+00:00,2016-01-27 23:42:42+00:00,6.7,52.7
numpy\core\src\umath\loops.h,21,7602,2707,4895,21,2009-07-01 14:22:49+00:00,2014-05-25 07:15:45+00:00,4.9,1551.4
scipy_distutils\__version__.py,21,86,43,43,21,2002-01-05 12:02:28+00:00,2002-02-20 15:33:06+00:00,0.1,172.0
numpy\distutils\fcompiler\compaq.py,21,237,78,159,21,2006-01-04 19:00:27+00:00,2016-12-13 22:53:56+00:00,10.9,21.7
numpy\core\src\multiarray\ctors.h,21,147,94,53,21,2009-04-30 08:46:27+00:00,2016-03-26 18:19:50+00:00,6.9,21.3
numpy\f2py\func2subr.py,21,867,333,534,21,2006-01-20 21:59:32+00:00,2015-07-29 20:12:32+00:00,9.5,91.3
numpy\core\src\multiarray\ucsnarrow.c,21,267,161,106,21,2009-04-30 08:49:35+00:00,2015-06-27 18:03:16+00:00,6.2,43.1
numpy\random\tests\test_regression.py,21,218,178,40,21,2011-01-24 22:12:25+00:00,2017-07-18 01:35:50+00:00,6.5,33.5
numpy\oldnumeric\functions.py,20,488,166,322,20,2006-08-05 01:20:56+00:00,2013-08-19 00:40:28+00:00,7.0,69.7
numpy\doc\basics.py,20,202,125,77,20,2008-10-28 00:13:44+00:00,2017-08-13 22:55:36+00:00,8.8,23.0
numpy\oldnumeric\mlab.py,20,484,181,303,20,2006-08-04 23:32:12+00:00,2013-08-19 00:40:28+00:00,7.0,69.1
numpy\core\src\multiarray\hashdescr.c,20,231,129,102,20,2009-04-30 08:49:35+00:00,2017-05-09 09:16:14+00:00,8.0,28.9
numpy\f2py\__init__.py,20,244,97,147,20,2006-01-04 19:00:27+00:00,2017-07-04 19:47:45+00:00,11.5,21.2
numpy\fft\tests\test_helper.py,20,424,246,178,20,2006-08-04 23:32:12+00:00,2017-07-17 22:33:36+00:00,10.9,38.9
numpy\core\src\multiarray\array_assign_scalar.c,20,1150,726,424,20,2011-08-07 14:26:53+00:00,2014-03-10 18:29:55+00:00,2.6,442.3
numpy\core\scons_support.py,20,710,355,355,20,2008-01-06 14:09:03+00:00,2013-01-13 17:04:44+00:00,5.0,142.0
numpy\core\include\numpy\npy_cpu.h,20,204,132,72,20,2009-03-06 15:08:04+00:00,2017-09-15 08:59:14+00:00,8.5,24.0
scipy_base\_compiled_base.c,20,2187,1105,1082,20,2002-08-16 13:09:42+00:00,2005-03-24 09:38:31+00:00,2.6,841.2
numpy\core\include\numpy\noprefix.h,19,420,142,278,19,2006-07-08 00:28:33+00:00,2016-09-12 20:16:53+00:00,10.2,41.2
numpy\random\__init__.py,19,201,135,66,19,2006-01-04 19:00:27+00:00,2017-07-04 19:47:45+00:00,11.5,17.5
weave\tests\test_blitz_tools.py,19,680,339,341,19,2002-01-03 19:50:46+00:00,2005-09-08 13:25:08+00:00,3.7,183.8
numpy\f2py\tests\test_callback.py,19,316,227,89,19,2010-03-06 19:10:14+00:00,2017-09-09 15:19:20+00:00,7.5,42.1
numpy\core\src\multiarray\cblasfuncs.c,19,1713,1249,464,19,2014-08-16 17:53:02+00:00,2017-09-09 14:53:09+00:00,3.1,552.6
scipy\corelib\mtrand\mtrand.pyx,19,1240,1106,134,19,2005-09-28 02:54:16+00:00,2005-12-16 09:49:56+00:00,0.2,2480.0
numpy\polynomial\polyutils.py,19,740,577,163,19,2009-11-14 22:30:39+00:00,2017-09-12 21:10:55+00:00,7.8,94.9
numpy\oldnumeric\misc.py,19,230,94,136,19,2006-08-05 01:20:56+00:00,2013-08-19 00:40:28+00:00,7.0,32.9
numpy\dual.py,19,285,121,164,19,2006-01-05 07:08:37+00:00,2016-09-06 12:42:08+00:00,10.7,26.6
numpy\random\mtrand\randomkit.c,19,1499,524,975,19,2006-05-19 22:13:19+00:00,2017-09-01 08:11:54+00:00,11.3,132.7
numpy\distutils\fcompiler\absoft.py,19,258,62,196,19,2006-01-04 19:00:27+00:00,2013-08-18 17:51:25+00:00,7.6,33.9
numpy\core\src\multiarray\reduction.c,19,2156,1333,823,19,2011-08-17 17:25:40+00:00,2012-05-11 13:31:50+00:00,0.7,3080.0
numpy\oldnumeric\random_array.py,19,791,129,662,19,2006-08-04 23:32:12+00:00,2013-08-19 00:40:28+00:00,7.0,113.0
scipy_distutils\command\build_clib.py,19,772,498,274,19,2001-12-18 15:45:10+00:00,2004-09-28 10:31:01+00:00,2.8,275.7
numpy\numarray\numerictypes.py,18,1891,670,1221,18,2006-08-02 16:37:59+00:00,2013-08-19 00:40:28+00:00,7.0,270.1
numpy\core\tests\test_blasdot.py,18,412,206,206,18,2008-08-04 12:00:34+00:00,2014-09-03 22:22:08+00:00,6.1,67.5
numpy\fft\fftpack_litemodule.c,18,1010,418,592,18,2007-05-13 20:15:09+00:00,2017-03-28 13:33:24+00:00,9.9,102.0
numpy\f2py\src\fortranobject.h,18,365,78,287,18,2006-01-04 19:00:27+00:00,2014-11-16 13:40:35+00:00,8.9,41.0
numpy\f2py\lib\py_wrap_type.py,18,2573,910,1663,18,2006-10-05 07:23:48+00:00,2008-07-03 19:57:24+00:00,1.7,1513.5
numpy\core\tests\test_mem_overlap.py,18,1269,1111,158,18,2015-08-11 20:39:42+00:00,2017-02-28 19:47:42+00:00,1.5,846.0
scipy\base\include\scipy\ufuncobject.h,18,128,84,44,18,2005-09-22 05:45:56+00:00,2005-12-09 19:46:35+00:00,0.2,256.0
numpy\numarray\alter_code1.py,18,918,240,678,18,2006-08-05 20:24:55+00:00,2013-08-19 00:40:28+00:00,7.0,131.1
numpy\core\include\numpy\npy_endian.h,18,205,135,70,18,2008-11-25 13:57:30+00:00,2017-09-15 08:59:14+00:00,8.8,23.3
weave\__init__.py,18,140,70,70,18,2002-01-03 19:50:46+00:00,2005-09-26 19:01:50+00:00,3.7,37.8
numpy\ma\tests\test_regression.py,18,178,129,49,18,2009-09-16 07:14:18+00:00,2017-08-06 00:17:23+00:00,7.9,22.5
scipy_base\fastumathmodule.c,18,6408,3498,2910,18,2002-03-30 00:56:17+00:00,2005-06-17 15:23:39+00:00,3.2,2002.5
weave\inline_tools.py,18,1222,612,610,18,2002-01-03 19:50:46+00:00,2005-06-17 15:22:14+00:00,3.4,359.4
scipy\base\type_check.py,18,457,194,263,18,2005-09-19 20:49:50+00:00,2005-12-30 01:59:33+00:00,0.3,914.0
scipy\corelib\blasdot\_dotblas.c,18,2367,1564,803,18,2005-09-14 23:58:12+00:00,2005-12-10 11:17:43+00:00,0.2,4734.0
scipy\base\polynomial.py,17,538,312,226,17,2005-09-19 23:41:29+00:00,2005-12-30 01:59:33+00:00,0.3,1076.0
numpy\lib\info.py,17,582,303,279,17,2006-01-04 21:05:36+00:00,2017-05-09 09:16:14+00:00,11.3,51.5
numpy\testing\__init__.py,17,80,41,39,17,2006-01-04 19:00:27+00:00,2017-07-04 19:47:45+00:00,11.5,7.0
numpy\oldnumeric\alter_code1.py,17,834,297,537,17,2006-08-05 17:00:03+00:00,2013-08-19 00:40:28+00:00,7.0,119.1
doc\sphinxext\plot_directive.py,17,1996,1316,680,17,2008-11-30 14:44:38+00:00,2013-02-28 16:36:20+00:00,4.2,475.2
numpy\core\tests\test_na.py,17,1088,544,544,17,2011-07-22 20:15:44+00:00,2012-05-11 13:31:50+00:00,0.8,1360.0
numpy\distutils\__init__.py,17,187,87,100,17,2006-01-04 19:00:27+00:00,2016-01-16 11:53:33+00:00,10.0,18.7
tools\win32build\build.py,17,696,348,348,17,2008-05-20 03:11:36+00:00,2017-02-25 22:15:35+00:00,8.8,79.1
numpy\core\src\multiarray\refcount.c,17,404,345,59,17,2009-05-05 11:08:26+00:00,2014-07-18 19:31:44+00:00,5.2,77.7
numpy\distutils\unixccompiler.py,17,208,106,102,17,2006-03-10 21:31:27+00:00,2017-05-01 21:07:39+00:00,11.1,18.7
numpy\core\src\private\npy_3kcompat.h,17,339,321,18,17,2009-12-06 11:57:16+00:00,2010-05-03 07:50:02+00:00,0.4,678.0
numpy\f2py\lib\main.py,17,1884,683,1201,17,2006-10-02 20:21:11+00:00,2008-07-03 19:57:24+00:00,1.7,1108.2
numpy\core\src\multiarray\lowlevel_strided_loops.h,17,581,489,92,17,2010-12-20 21:49:55+00:00,2011-01-22 17:36:12+00:00,0.1,1162.0
scipy\base\ma.py,17,3622,2840,782,17,2005-09-15 16:24:47+00:00,2006-01-04 18:29:28+00:00,0.3,7244.0
numpy\core\tests\test_item_selection.py,17,218,155,63,17,2012-11-12 23:20:24+00:00,2017-08-01 20:29:36+00:00,4.7,46.4
numpy\core\tests\test_getlimits.py,17,171,121,50,17,2009-09-16 07:14:48+00:00,2017-08-06 00:17:23+00:00,7.9,21.6
numpy\oldnumeric\__init__.py,17,248,93,155,17,2006-06-12 23:13:30+00:00,2013-08-19 00:40:28+00:00,7.2,34.4
scipy\base\__init__.py,17,183,61,122,17,2005-09-14 22:42:37+00:00,2005-12-31 03:35:09+00:00,0.3,366.0
numpy\distutils\command\config_compiler.py,17,286,116,170,17,2006-01-04 19:00:27+00:00,2013-08-18 17:51:25+00:00,7.6,37.6
numpy\linalg\__init__.py,17,158,86,72,17,2006-01-04 19:00:27+00:00,2017-07-04 19:47:45+00:00,11.5,13.7
numpy\lib\tests\test_arraypad.py,17,2248,1672,576,17,2012-02-06 17:51:14+00:00,2017-09-01 13:21:08+00:00,5.6,401.4
scipy\base\chararray.py,16,3181,1761,1420,16,2005-11-02 23:54:48+00:00,2005-12-30 01:59:33+00:00,0.2,6362.0
numpy\numarray\util.py,16,239,80,159,16,2006-06-20 00:45:43+00:00,2013-08-19 00:40:28+00:00,7.2,33.2
numpy\numarray\setup.py,16,102,33,69,16,2006-06-20 05:38:29+00:00,2013-08-19 00:40:28+00:00,7.2,14.2
scipy_distutils\command\build_src.py,16,763,686,77,16,2004-01-31 22:00:19+00:00,2005-03-24 09:22:43+00:00,1.1,693.6
numpy\lib\convertcode.py,16,309,82,227,16,2006-01-04 17:47:13+00:00,2006-07-25 17:17:08+00:00,0.6,515.0
scipy\base\convertcode.py,16,202,109,93,16,2005-09-16 22:56:50+00:00,2005-12-30 01:59:33+00:00,0.3,404.0
numpy\doc\example.py,16,441,234,207,16,2007-09-23 11:12:12+00:00,2008-06-03 08:50:08+00:00,0.7,630.0
numpy\doc\structured_arrays.py,16,303,209,94,16,2009-10-02 19:31:17+00:00,2016-09-06 12:42:08+00:00,6.9,43.9
numpy\linalg\tests\test_build.py,16,125,91,34,16,2008-11-08 06:51:42+00:00,2017-07-18 00:10:09+00:00,8.7,14.4
numpy\core\src\multiarray\datetime_busdaycal.c,16,199,105,94,16,2011-06-15 15:58:48+00:00,2017-08-12 00:05:18+00:00,6.2,32.1
numpy\polynomial\tests\test_classes.py,16,1588,1100,488,16,2011-12-23 22:33:59+00:00,2017-07-29 15:25:40+00:00,5.6,283.6
doc\sphinxext\numpydoc.py,16,424,297,127,16,2008-11-30 14:44:38+00:00,2013-02-28 01:34:50+00:00,4.2,101.0
numpy\distutils\tests\test_fcompiler_gnu.py,16,165,87,78,16,2007-04-22 20:57:58+00:00,2017-09-20 18:06:25+00:00,10.4,15.9
numpy\core\src\multiarray\arrayobject.h,16,187,20,167,16,2009-04-30 08:42:26+00:00,2012-05-22 08:41:18+00:00,3.1,60.3
numpy\f2py\tests\util.py,16,447,403,44,16,2010-03-06 19:10:14+00:00,2017-09-09 15:16:25+00:00,7.5,59.6
numpy\core\src\hashdescr.c,16,443,367,76,16,2009-03-16 17:55:49+00:00,2009-04-30 08:36:16+00:00,0.1,886.0
weave\standard_array_spec.py,16,574,287,287,16,2002-01-03 19:50:46+00:00,2005-09-26 19:01:50+00:00,3.7,155.1
numpy\lib\arrayterator.py,16,309,267,42,16,2008-08-13 00:04:08+00:00,2017-02-24 16:46:58+00:00,8.5,36.4
weave\blitz_tools.py,15,412,203,209,15,2002-01-03 19:50:46+00:00,2005-09-26 19:01:50+00:00,3.7,111.4
numpy\polynomial\_polybase.py,15,1675,1317,358,15,2014-01-26 16:16:10+00:00,2017-08-10 16:04:18+00:00,3.5,478.6
numpy\distutils\interactive.py,15,1053,433,620,15,2006-04-19 18:58:30+00:00,2013-03-05 05:47:03+00:00,6.9,152.6
scipy\base\shape_base.py,15,166,83,83,15,2005-09-19 20:49:50+00:00,2005-12-30 01:59:33+00:00,0.3,332.0
weave\wx_spec.py,15,536,268,268,15,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,255.2
numpy\lib\setup.py,15,145,54,91,15,2006-01-04 17:47:13+00:00,2015-01-23 23:14:24+00:00,9.1,15.9
scipy_base\polynomial.py,15,1121,557,564,15,2002-03-30 00:02:58+00:00,2005-05-09 19:12:53+00:00,3.1,361.6
scipy_base\index_tricks.py,15,558,285,273,15,2002-04-02 23:13:09+00:00,2004-12-03 22:41:55+00:00,2.7,206.7
numpy\doc\indexing.py,15,341,198,143,15,2009-12-28 20:49:52+00:00,2017-06-03 12:23:46+00:00,7.4,46.1
numpy\f2py\common_rules.py,15,505,129,376,15,2006-01-20 21:59:32+00:00,2015-07-26 04:49:53+00:00,9.5,53.2
numpy\distutils\tests\swig_ext\tests\test_example.py,15,76,20,56,15,2006-01-04 19:00:27+00:00,2016-01-06 19:33:18+00:00,10.0,7.6
numpy\distutils\extension.py,14,189,67,122,14,2006-01-04 19:00:27+00:00,2016-08-20 18:43:10+00:00,10.6,17.8
numpy\distutils\command\build.py,14,109,57,52,14,2006-05-17 00:16:30+00:00,2015-07-16 19:08:59+00:00,9.2,11.8
scipy_base\matrix_base.py,14,565,283,282,14,2002-04-02 23:13:09+00:00,2005-05-12 22:40:33+00:00,3.1,182.3
numpy\core\src\umath\reduction.c,14,203,161,42,14,2012-05-19 15:27:01+00:00,2017-09-01 07:56:18+00:00,5.3,38.3
numpy\distutils\command\install.py,14,141,89,52,14,2006-01-28 09:25:27+00:00,2014-05-04 12:18:21+00:00,8.3,17.0
numpy\distutils\from_template.py,14,362,53,309,14,2006-03-10 21:31:27+00:00,2017-01-15 10:11:58+00:00,10.9,33.2
weave\scxx\object.h,14,2036,1018,1018,14,2002-09-23 08:07:30+00:00,2004-02-01 11:36:10+00:00,1.4,1454.3
scipy_distutils\atlas_info.py,14,158,79,79,14,2002-01-07 21:05:53+00:00,2002-04-07 15:03:50+00:00,0.2,316.0
numpy\distutils\command\autodist.py,14,146,121,25,14,2009-03-11 06:38:42+00:00,2015-10-09 19:51:55+00:00,6.6,22.1
numpy\doc\misc.py,14,380,301,79,14,2008-10-28 00:13:44+00:00,2017-06-03 12:23:46+00:00,8.6,44.2
numpy\dft\fftpack.py,14,655,160,495,14,2006-01-04 19:00:27+00:00,2006-07-06 16:57:20+00:00,0.5,1310.0
weave\tests\test_catalog.py,14,932,466,466,14,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,443.8
numpy\lib\user_array.py,14,285,178,107,14,2006-08-04 23:32:12+00:00,2017-02-24 16:46:58+00:00,10.6,26.9
numpy\core\src\multiarray\array_assign.c,14,850,484,366,14,2011-08-06 04:20:19+00:00,2015-08-11 20:58:56+00:00,4.0,212.5
numpy\f2py\lib\py_wrap_subprogram.py,14,820,305,515,14,2006-10-05 07:23:48+00:00,2008-07-03 19:57:24+00:00,1.7,482.4
numpy\f2py\lib\parsefortran.py,14,461,234,227,14,2006-05-24 13:44:36+00:00,2006-09-16 05:56:18+00:00,0.3,922.0
